address,built_area,city,code,date,for_rent,for_sale,latitude,longitude,neighborhood,properties,property_type,proposals,real_estate,rent_price,rooms,sale_price,total_area,url
,,Campinas/SP,CA002344,2019-11-18,true,false,-22.90669,-47.05191,Centro,Sala de TV|banheiro social|quarto|Cozinha Planejada|zinha|piso frio,casa,,pradogoncalves,1700,1,,,https://pradogoncalves.com.br/imovel/CA002344
"Rua Coronel Serafim Migueis, 152",170.0,Campinas/SP,CA006478,2019-11-18,true,false,,,Jardim Eulina,Armários|Cozinha Planejada|Lavanderia|Sala de TV|Sala de Jantar|copa|Quintal|Edícula,casa,0,deluccaimoveis,1700,3,,300.0,https://deluccaimoveis.com.br/imovel/CA006478
"Rua Antonietta Tomiatto Andery, 158",70.0,Campinas/SP,CA018737,2019-11-18,true,false,-22.89151,-46.9766,Sousas,Armário na cozinha|Armário no dormitório|Cozinha Americana|Energia|Esgoto|Living Room|Piso Frio|Água|mobiliada,casa,0,deluccaimoveis,1430,2,,70.0,https://deluccaimoveis.com.br/imovel/CA018737
"Rua Lírio do Amazonas, 395",75.0,Campinas/SP,CA081708,2019-11-18,true,false,-22.79073,-47.09729,Loteamento Solar Campinas,Sala de Estar|Sala de TV|Despensa|Quintal|Piscina|Churrasqueira,casa,0,deluccaimoveis,1300,2,,75.0,https://deluccaimoveis.com.br/imovel/CA081708
"Rua Cândido Portinari, 511",,Campinas/SP,CA005124,2019-11-18,true,false,-22.87207,-47.03598,Vila Nogueira,Quintal|Sala de Jantar,casa,0,deluccaimoveis,1300,1,,,https://deluccaimoveis.com.br/imovel/CA005124
"Rua dos Auetés, 285",125.42,Campinas/SP,CA006540,2019-11-18,true,false,-22.85485,-47.07033,Vila Costa e Silva,,casa,0,deluccaimoveis,1300,2,,200.0,https://deluccaimoveis.com.br/imovel/CA006540
,,Campinas/SP,CA003972,2019-11-18,true,false,-22.94703,-47.09966,Jardim Novo Campos Elíseos,Armários|Cozinha Americana|Lavanderia|Sala de Estar|portão eletrônico|1 dormitório com armário|entrada compartilhada,casa,,mhtimoveis,670,1,,40.0,https://mhtimoveis.com.br/imovel/CA003972
,50.0,Campinas/SP,CA000994,2019-11-18,true,false,-22.91708,-47.05138,Ponte Preta,Sala de Estar,casa,,mhtimoveis,800,1,,80.0,https://mhtimoveis.com.br/imovel/CA000994
,70.0,Campinas/SP,CA003656,2019-11-18,true,false,-22.92754,-47.09933,Jardim Campos Elíseos,Lavanderia|Sala de TV,casa,,mhtimoveis,800,2,,,https://mhtimoveis.com.br/imovel/CA003656
,70.0,Campinas/SP,CA003657,2019-11-18,true,false,-22.92754,-47.09933,Jardim Campos Elíseos,Lavanderia|Sala de TV,casa,,mhtimoveis,800,2,,,https://mhtimoveis.com.br/imovel/CA003657
,65.0,Campinas/SP,CA001484,2019-11-18,true,false,-22.93453,-47.03952,Vila Georgina,Lavanderia|Quintal|Sala de Estar,casa,,mhtimoveis,900,1,,65.0,https://mhtimoveis.com.br/imovel/CA001484
,64.0,Campinas/SP,CA001317,2019-11-18,true,false,-22.92697,-47.07441,São Bernardo,,casa,,mhtimoveis,1100,2,,93.31,https://mhtimoveis.com.br/imovel/CA001317
,80.0,Campinas/SP,CA001316,2019-11-18,true,false,-22.92524,-47.07213,São Bernardo,,casa,,mhtimoveis,1200,2,,133.45,https://mhtimoveis.com.br/imovel/CA001316
,60.0,Campinas/SP,CA003768,2019-11-18,true,false,-22.8534,-47.06649,Jardim Santa Genebra,Armários|Cozinha Planejada|Lavanderia|Planejados|Quintal|Sala de Jantar|Sala de TV,casa,,mhtimoveis,1200,2,,60.0,https://mhtimoveis.com.br/imovel/CA003768
,147.75,Campinas/SP,CA001029,2019-11-18,true,true,-22.91783,-47.05246,Ponte Preta,Quintal,casa,,mhtimoveis,1400,,420000,147.75,https://mhtimoveis.com.br/imovel/CA001029
,110.0,Campinas/SP,CA003432,2019-11-18,true,false,-22.92743,-47.05212,Vila Marieta,Lavanderia|Sala de Estar|Quintal|3 DORMITÓRIOS|BANHEIRO SOCIAL|COZINHA AMPLA,casa,,mhtimoveis,1500,3,,350.0,https://mhtimoveis.com.br/imovel/CA003432
,90.0,Campinas/SP,CA003428,2019-11-18,true,true,-22.92434,-47.06113,Jardim Leonor,Despensa|Lavanderia|Quintal|Sala de Estar|cozinha,casa,,mhtimoveis,1600,3,450000,350.0,https://mhtimoveis.com.br/imovel/CA003428
,56.0,Campinas/SP,CA000356,2019-11-18,true,false,-22.91742,-47.05101,Ponte Preta,Sala de Estar|Sala de Jantar|Sala de TV|Lavabo|Armários|Despensa|Varanda,casa,,mhtimoveis,1680,2,,147.0,https://mhtimoveis.com.br/imovel/CA000356
,98.0,Campinas/SP,CA003862,2019-11-18,true,false,-22.93923,-47.04147,Vila Georgina,Despensa|Quintal|Sala de Estar|Varanda|bannheiro|cozinha,casa,,mhtimoveis,1700,3,,300.0,https://mhtimoveis.com.br/imovel/CA003862
,,Campinas/SP,CA003506,2019-11-18,true,false,-22.97919,-47.10537,Jardim Itatinga,Cozinha|Área Serviço,casa,,villaimoveiscampinas,650,1,,58.0,https://villaimoveiscampinas.com.br/imovel/CA003506
,,Campinas/SP,CA000115,2019-11-18,true,false,-22.95335,-47.0815,Jardim Icaraí,Cozinha|Energia|Esgoto|Água|Quintal,casa,,villaimoveiscampinas,700,1,,250.0,https://villaimoveiscampinas.com.br/imovel/CA000115
,,Campinas/SP,CA001035,2019-11-18,true,false,-22.90665,-47.07733,Vila Industrial,Cozinha|Energia|Esgoto|Água,casa,,villaimoveiscampinas,700,1,,37.0,https://villaimoveiscampinas.com.br/imovel/CA001035
,30.0,Campinas/SP,CA007067,2019-11-18,true,false,-22.93326,-47.04822,Jardim dos Oliveiras,Cozinha,casa,,villaimoveiscampinas,700,1,,,https://villaimoveiscampinas.com.br/imovel/CA007067
,50.0,Campinas/SP,CA006208,2019-11-18,true,false,-22.91168,-47.07946,Vila Industrial,Lavanderia|Sala de Estar,casa,,villaimoveiscampinas,800,1,,50.0,https://villaimoveiscampinas.com.br/imovel/CA006208
,50.0,Campinas/SP,CA006845,2019-11-18,true,false,-22.93578,-47.03784,Vila Georgina,Lavanderia|Quintal|Sala de Estar,casa,,villaimoveiscampinas,850,1,,,https://villaimoveiscampinas.com.br/imovel/CA006845
,40.0,Campinas/SP,CA007056,2019-11-18,true,false,-22.90679,-47.10126,Jardim Aurélia,Quintal,casa,,villaimoveiscampinas,850,1,,40.0,https://villaimoveiscampinas.com.br/imovel/CA007056
,40.0,Campinas/SP,CA006883,2019-11-18,true,false,-22.91095,-47.07741,Vila Industrial,Cozinha Americana|Lavanderia|Sala de Estar|Varanda,casa,,villaimoveiscampinas,870,1,,,https://villaimoveiscampinas.com.br/imovel/CA006883
,40.0,Campinas/SP,CA005553,2019-11-18,true,false,-22.9117,-47.06891,Vila Industrial,Lavanderia|Quintal,casa,,villaimoveiscampinas,900,1,,,https://villaimoveiscampinas.com.br/imovel/CA005553
,160.0,Campinas/SP,CA006588,2019-11-18,true,false,-22.90212,-47.07395,Bonfim,Lavanderia,casa,,villaimoveiscampinas,900,2,,140.0,https://villaimoveiscampinas.com.br/imovel/CA006588
,65.0,Campinas/SP,CA007020,2019-11-18,true,false,-22.9236,-47.06917,Jardim do Trevo,sacada,casa,,villaimoveiscampinas,900,2,,65.0,https://villaimoveiscampinas.com.br/imovel/CA007020
,70.0,Campinas/SP,CA006222,2019-11-18,true,false,-22.93113,-47.06277,Jardim Nova Europa,Armários,casa,,villaimoveiscampinas,1000,1,,70.0,https://villaimoveiscampinas.com.br/imovel/CA006222
,55.0,Campinas/SP,CA006938,2019-11-18,true,false,-22.91069,-47.0686,Vila Industrial,Lavanderia,casa,,villaimoveiscampinas,1050,1,,70.0,https://villaimoveiscampinas.com.br/imovel/CA006938
,60.0,Campinas/SP,CA006317,2019-11-18,true,false,-22.90818,-47.08027,Vila Industrial,,casa,,villaimoveiscampinas,1080,1,,75.0,https://villaimoveiscampinas.com.br/imovel/CA006317
,60.0,Campinas/SP,CA006213,2019-11-18,true,false,-22.92319,-47.10986,Jardim Londres,Lavanderia|Sala de Estar|Quintal,casa,,villaimoveiscampinas,1100,2,,100.0,https://villaimoveiscampinas.com.br/imovel/CA006213
,60.0,Campinas/SP,CA007019,2019-11-18,true,false,-22.94819,-47.13942,Residencial Cosmos,Sala de Jantar,casa,,villaimoveiscampinas,1100,3,,140.0,https://villaimoveiscampinas.com.br/imovel/CA007019
,80.0,Campinas/SP,CA003325,2019-11-18,true,true,-22.90734,-47.07603,Vila Industrial,Energia|Esgoto|Pavimentação|Quintal|Água|Lavanderia|Sala de Estar|Sala de TV,casa,,villaimoveiscampinas,1200,2,350000,,https://villaimoveiscampinas.com.br/imovel/CA003325
,6.0,Campinas/SP,CA005641,2019-11-18,true,false,-22.91938,-47.06207,Vila João Jorge,Armários,casa,,villaimoveiscampinas,1300,1,,60.0,https://villaimoveiscampinas.com.br/imovel/CA005641
,70.0,Campinas/SP,CA005940,2019-11-18,true,false,-22.90877,-47.07701,Vila Industrial,Lavanderia|Quintal,casa,,villaimoveiscampinas,1300,2,,110.0,https://villaimoveiscampinas.com.br/imovel/CA005940
,51.0,Campinas/SP,CA006761,2019-11-18,true,true,-22.9095,-47.07503,Vila Industrial,Edícula,casa,,villaimoveiscampinas,1300,2,300000,51.0,https://villaimoveiscampinas.com.br/imovel/CA006761
,114.0,Campinas/SP,CA006976,2019-11-18,true,true,-22.90407,-47.08806,Vila Nova Teixeira,Lavanderia|Quintal|Sala de Estar,casa,,villaimoveiscampinas,1300,2,300000,114.0,https://villaimoveiscampinas.com.br/imovel/CA006976
,163.0,Campinas/SP,CA002579,2019-11-18,true,false,-22.91141,-47.08745,Vila Teixeira,Copa|Cozinha|Despensa|Energia|Esgoto|Lavanderia|Pavimentação|Sacada|Água,casa,,villaimoveiscampinas,1350,3,,250.0,https://villaimoveiscampinas.com.br/imovel/CA002579
,80.0,Campinas/SP,CA005726,2019-11-18,true,false,-22.91112,-47.06701,Vila Industrial,Lavanderia|Quintal|Sala de Estar|Sala de TV,casa,,villaimoveiscampinas,1400,2,,125.0,https://villaimoveiscampinas.com.br/imovel/CA005726
,105.0,Campinas/SP,CA006532,2019-11-18,true,false,-22.89992,-47.07717,Bonfim,Lavanderia|Sala de Estar|Sala de TV,casa,,villaimoveiscampinas,1450,2,,105.0,https://villaimoveiscampinas.com.br/imovel/CA006532
,,Campinas/SP,CA001347,2019-11-18,true,true,-22.9105,-47.0803,Vila Industrial,Armário Home Theater|Cozinha|Energia|Esgoto|Pavimentação|Água|Área Serviço,casa,,villaimoveiscampinas,1500,2,450000,100.0,https://villaimoveiscampinas.com.br/imovel/CA001347
,,Campinas/SP,CA006098,2019-11-18,true,true,-22.964,-47.04116,Parque Jambeiro,Cozinha Americana|Lavanderia|Quintal|Sala de Estar|Sala de TV,casa,,villaimoveiscampinas,1500,3,380000,203.41,https://villaimoveiscampinas.com.br/imovel/CA006098
,220.0,Campinas/SP,CA006401,2019-11-18,true,true,-22.97048,-47.1144,Jardim Paraíso de Viracopos,Lavanderia|Quintal|Sala de Estar|Sala de TV|Varanda,casa,,villaimoveiscampinas,1600,4,265000,240.0,https://villaimoveiscampinas.com.br/imovel/CA006401
,,Campinas/SP,CA000205,2019-11-18,true,false,-22.88323,-47.04973,Taquaral,Copa|Cozinha|Energia|Esgoto|Pavimentação|Quintal|Água|Área Serviço,casa,,villaimoveiscampinas,1700,3,,176.0,https://villaimoveiscampinas.com.br/imovel/CA000205
"Rua Valdemir Pereira, 308",80.0,Campinas/SP,CA105506,2019-11-18,true,false,-22.85368,-47.03362,Parque São Quirino,SALA DE ESTAR|COZINHA COM GABINETE,casa,1,startimoveis,1100,2,,254.0,https://startimoveis.com.br/imovel/CA105506
"Rua Rodolfo Bernardeli, 245",45.0,Campinas/SP,CA104633,2019-11-18,true,false,-22.85383,-47.10936,Jardim Santa Mônica,COZINHA COM GABINETE,casa,0,startimoveis,700,1,,100.0,https://startimoveis.com.br/imovel/CA104633
"Rua Colônia de Minas, 508",68.3,Campinas/SP,CA004556,2019-11-18,true,false,-22.94415,-47.09336,Jardim Santa Amália,piso taco |sem armários|banheiro sem box|lavanderia coberta,casa,0,startimoveis,1000,2,,232.7,https://startimoveis.com.br/imovel/CA004556
"Rua Alberto Schweitzer, 47",154.0,Campinas/SP,CA102784,2019-11-18,true,false,-22.87379,-47.0298,Jardim Conceição,SALA DE ESTAR|SALA DE JANTAR|COZINHA COM GABINETE|DORMITÓRIO (S) COM ARMÁRIO (S) EMBUTIDO (S)|BANHEIRO (s) COM BOX ACRÍLICO,casa,0,startimoveis,1700,3,,154.0,https://startimoveis.com.br/imovel/CA102784
"Rua Custódio José Inácio Rodrigues, 296",40.0,Campinas/SP,CA105722,2019-11-18,true,false,-22.921,-47.08566,Parque Industrial,COZINHA COM GABINETE|BANHEIRO (s) COM BOX ACRÍLICO,casa,0,startimoveis,650,1,,150.0,https://startimoveis.com.br/imovel/CA105722
"Rua Santa Cruz do Rio Pardo, 449",50.0,Campinas/SP,CA001666,2019-11-18,true,false,-22.94308,-47.05457,Jardim Nova Europa,sala de estar|cozinha|dormitorios|banheiro|quintal ,casa,1,startimoveis,900,2,,336.0,https://startimoveis.com.br/imovel/CA001666
"Rua Dimas de Toledo Pizza., 470",50.0,Campinas/SP,CA001272,2019-11-18,true,false,-22.87739,-47.06592,Taquaral,sala de estar|cozinha com gabinete|dormitório|banheiro|lavanderia |quintal pequeno,casa,0,startimoveis,900,1,,324.0,https://startimoveis.com.br/imovel/CA001272
"Rua Dimas de Toledo Pizza, 470",100.0,Campinas/SP,CA103785,2019-11-18,true,false,-22.87739,-47.06592,Taquaral,SALA PARA DOIS AMBIENTES|BANHEIRO (s) COM GABINETE|COZINHA COM GABINETE|LAVANDERIA|QUINTAL,casa,0,startimoveis,1700,3,,324.0,https://startimoveis.com.br/imovel/CA103785
"Rua Engenheiro Augusto de Figueiredo, 838",50.0,Campinas/SP,CA004967,2019-11-18,true,false,-22.93026,-47.03419,Swift,COZINHA,casa,0,startimoveis,600,1,,50.0,https://startimoveis.com.br/imovel/CA004967
"Rua Gonçalves Pinheiro, 27",38.0,Campinas/SP,CA101481,2019-11-18,true,false,-22.91708,-47.05138,Ponte Preta,sala de estar|varanda|sala de jantar|cozinha ampla com gabinete|armário nos dormitórios|banheiros|área de serviço|quintal pequeno,casa,0,startimoveis,800,1,,38.0,https://startimoveis.com.br/imovel/CA101481
"Rua Antônio da Cunha de Abreu, 464",70.0,Campinas/SP,CA104630,2019-11-18,true,false,-22.85374,-47.10589,Jardim Santa Mônica,sala de estar|cozinha|dormitórios|banheiro|área de serviço,casa,1,startimoveis,750,2,,70.0,https://startimoveis.com.br/imovel/CA104630
"Rua João Amêndola, 451",140.0,Campinas/SP,CA089437,2019-11-18,true,false,-22.9437,-47.06455,Parque da Figueira,SALA DE ESTAR|SALA DE JANTAR|COZINHA COM ARMÁRIO|BANHEIRO (s) COM BOX BLINDEX|BANHEIRO (s) COM BOX ACRÍLICO|BANHEIRO (s) COM GABINETE|EDÍCULA,casa,1,startimoveis,1700,3,,140.0,https://startimoveis.com.br/imovel/CA089437
"Rua São Bernardo do Campo, 529",120.0,Campinas/SP,CA104001,2019-11-18,true,false,-22.93678,-47.05659,Jardim Nova Europa,SALA DE ESTAR|COZINHA COM GABINETE|DORMITÓRIO (S) COM ARMÁRIO (S) EMBUTIDO (S)|BANHEIRO (s) COM BOX ACRÍLICO,casa,0,startimoveis,1600,3,,120.0,https://startimoveis.com.br/imovel/CA104001
"Rua Borda da Mata, 305",100.0,Campinas/SP,CA103981,2019-11-18,true,false,-22.93811,-47.05741,Jardim Nova Europa,COZINHA|DORMITÓRIO COM ARMÁRIO EMBUTIDO|BANHEIROS COM BOX BLINDEX,casa,0,startimoveis,1700,3,,360.0,https://startimoveis.com.br/imovel/CA103981
"Rua Leopoldo Amaral, 111",116.0,Campinas/SP,CA090952,2019-11-18,true,false,-22.9264,-47.05283,Vila Marieta,"sala de estar|cozinha com gabinete|armário nos dormitórios |banheiro com box|edicula: sala, cozinha, 1 dormitório e banheiro|lavanderia |amplo quintal |1 vaga de garagem",casa,0,startimoveis,1500,2,,116.0,https://startimoveis.com.br/imovel/CA090952
"Rua Pascoal de Luca , 239",50.0,Campinas/SP,CA001750,2019-11-18,true,false,-22.9344,-47.02657,Jardim São Pedro,COZINHA COM ARMÁRIO,casa,0,startimoveis,750,1,,100.0,https://startimoveis.com.br/imovel/CA001750
"Rua Antônio da Cunha de Abreu, 258",50.0,Campinas/SP,CA104635,2019-11-18,true,false,-22.84341,-47.12178,Jardim Santa Mônica,Sala de estar|Cozinha ampla|Dormitório|Banheiro |Lavanderia ,casa,1,startimoveis,600,1,,50.0,https://startimoveis.com.br/imovel/CA104635
"Rua Doutor Cassiano Gonzaga, 222",110.0,Campinas/SP,CA106540,2019-11-18,true,false,-22.92332,-47.07598,São Bernardo,COZINHA COM ARMÁRIO|COZINHA COM GABINETE,casa,0,startimoveis,1350,2,,110.0,https://startimoveis.com.br/imovel/CA106540
"Rua Valparaíso, 231",50.0,Campinas/SP,CA105558,2019-11-18,true,false,-22.94156,-47.06352,Parque da Figueira,,casa,0,startimoveis,1000,1,,50.0,https://startimoveis.com.br/imovel/CA105558
"Rua Professora Altimira de Souza Pinto, 250",79.0,Campinas/SP,CA105681,2019-11-18,true,false,-22.84508,-47.0218,Parque Imperador,sala de estar|cozinha ampla|dormitórios|banheiro|lavanderia|quintal amplo,casa,0,startimoveis,950,2,,250.0,https://startimoveis.com.br/imovel/CA105681
"Rua Padre Bernardo da Silva, 331",135.0,Campinas/SP,CA090185,2019-11-18,true,false,-22.9211,-47.07437,São Bernardo,COZINHA COM GABINETE|BANHEIRO (s) COM BOX BLINDEX|BANHEIRO (s) COM GABINETE,casa,0,startimoveis,1600,3,,135.0,https://startimoveis.com.br/imovel/CA090185
"Rua Dimas de Toledo Pizza, 779",50.0,Campinas/SP,CA103802,2019-11-18,true,false,-22.87721,-47.06375,Jardim Nossa Senhora Auxiliadora,Sala de estar|Lavanderia|Cozinha|1 quarto ,casa,0,startimoveis,960,1,,50.0,https://startimoveis.com.br/imovel/CA103802
"Rua José Castanheira Filho, 101",70.0,Campinas/SP,CA105955,2019-11-18,true,false,-22.86379,-47.06593,Parque Taquaral,SALA PARA DOIS AMBIENTES|COZINHA COM ARMÁRIO|COZINHA COM GABINETE|BANHEIRO (s) COM BOX ACRÍLICO|QUINTAL,casa,0,startimoveis,1150,1,,70.0,https://startimoveis.com.br/imovel/CA105955
"Rua Romildo Segallio, 251",145.0,Campinas/SP,CA103717,2019-11-18,true,false,,,Jardim Nilópolis,dormitório sem armário|COZINHA|banheiro sem box|LAVANDERIA|QUINTAL,casa,0,startimoveis,650,1,,300.0,https://startimoveis.com.br/imovel/CA103717
"RUA DOUTOR SEBASTIAO OTRANTO, 76B",160.0,Campinas/SP,CA088468,2019-11-18,true,false,-22.87801,-47.06433,Jardim Nossa Senhora Auxiliadora,SALA DE ESTAR|COZINHA AMERICANA PLANEJADA|COPA|BANHEIRO (s) COM BOX ACRÍLICO|DESPENSA|DORMITÓRIO (S) COM ARMÁRIO (S) EMBUTIDO (S)|SUÍTE COM ARMÁRIO (S) EMBUTIDO (S)|QUINTAL|PORTÃO,casa,0,startimoveis,1650,3,,160.0,https://startimoveis.com.br/imovel/CA088468
"Rua São Bento do Sapucaí, 521",50.0,Campinas/SP,CA103950,2019-11-18,true,false,-22.94022,-47.05355,Jardim Nova Europa,sala de estar|cozinha |dormitório|banheiro|área de serviço,casa,0,startimoveis,600,1,,100.0,https://startimoveis.com.br/imovel/CA103950
"Rua Miguel Vieira Ferreira, 867",150.0,Campinas/SP,CA000866,2019-11-18,true,false,-22.88427,-47.15764,Chácara Nova Boa Vista,sala de estar|cozinha ampla|dormitórios amplos|banheiro|piso frio|abrigo|canil|quintal grande|portão eletronico,casa,0,startimoveis,1000,3,,150.0,https://startimoveis.com.br/imovel/CA000866
"Rua Reinaldo Laubenstein , 798",120.0,Campinas/SP,CA102591,2019-11-18,true,false,-22.89267,-47.09567,Jardim Chapadão,ampla casa|sala |varanda|piso frio|pintura nova|ampla lavanderia,casa,0,startimoveis,1300,3,,120.0,https://startimoveis.com.br/imovel/CA102591
"Rua Herminio Ramos Catarino, 171",50.0,Campinas/SP,CA094070,2019-11-18,true,false,-22.81414,-47.03332,Jardim Myrian Moreira da Costa,COZINHA COM GABINETE|LAVANDERIA|SALA DE TV|BANHEIRO (s) COM BOX BLINDEX,casa,0,startimoveis,1000,1,,80.0,https://startimoveis.com.br/imovel/CA094070
"Rua Coronel Manuel Morais, 39",45.0,Campinas/SP,CA003271,2019-11-18,true,false,-22.88669,-47.06356,Jardim Guanabara,,casa,0,startimoveis,850,1,,45.0,https://startimoveis.com.br/imovel/CA003271
"Avenida Engenheiro Antônio Francisco de Paula Souza , 2006",48.0,Campinas/SP,CA107331,2019-11-18,true,false,-22.93587,-47.03723,Vila Georgina,Sala de estar|Sala de jantar|Cozinha|Dormitórios |Banheiro|Área de serviço,casa,0,startimoveis,1200,2,,100.0,https://startimoveis.com.br/imovel/CA107331
"Rua José Soriano de Sousa Filho, 92",260.37,Campinas/SP,CA003657,2019-11-18,true,false,-22.92905,-47.04362,Vila Joaquim Inácio,piso frio e madeira|sem armários|banheiro sem box,casa,0,startimoveis,780,1,,446.0,https://startimoveis.com.br/imovel/CA003657
"Rua Gustavo Marcondes, 136",50.0,Campinas/SP,CA002719,2019-11-18,true,false,-22.87224,-47.03166,Jardim Madalena,Sala de estar ampla |Box de acrilico no banheiro|Entrada Independente|Dormitório com armário,casa,0,startimoveis,1000,1,,50.0,https://startimoveis.com.br/imovel/CA002719
"Rua dos Tamoios, 30",50.0,Campinas/SP,CA004617,2019-11-18,true,false,-22.86375,-47.06177,Vila Miguel Vicente Cury,Banheiro com box blindex|Cozinha|Dormitório com armário embutido|Sala de estar,casa,0,startimoveis,1000,1,,50.0,https://startimoveis.com.br/imovel/CA004617
"Rua Ângelo Sellin, 542",50.0,Campinas/SP,CA094046,2019-11-18,true,false,-22.8157,-47.02822,Jardim Myrian Moreira da Costa,sala de estar|cozinha |dormitórios|banheiros|churrasqueira|lavanderia|quintal,casa,0,startimoveis,900,2,,50.0,https://startimoveis.com.br/imovel/CA094046
"Rua João Rodrigues Serra, 292",75.0,Campinas/SP,CA103261,2019-11-18,true,false,-22.88228,-47.11246,Jardim Eulina,sala de estar|cozinha |dormitórios|banheiro|área de serviço,casa,0,startimoveis,1000,2,,75.0,https://startimoveis.com.br/imovel/CA103261
"Rua da Abolição, 3178 B",60.0,Campinas/SP,CA004387,2019-11-18,true,false,-22.93445,-47.03362,Swift,piso frio|sala 2 ambientes|dormitórios sem armários|cozinha com gabinete|banheiro sem box|quarto anexo com banheiro|terraço com lavanderia,casa,0,startimoveis,1700,2,,275.0,https://startimoveis.com.br/imovel/CA004387
"Rua Juqueri, 33",150.0,Campinas/SP,CA003514,2019-11-18,true,false,-22.92965,-47.03955,Swift,Sala de estar |Guarda roupas nos quartos|Cozinha com Ármarios|Pintura nova|Copa|Lavanderia coberta,casa,0,startimoveis,1600,2,,100.0,https://startimoveis.com.br/imovel/CA003514
"Rua Alexandre Laroca, 180",45.0,Campinas/SP,CA107287,2019-11-18,true,false,-22.93462,-47.03113,Vila Carminha,sala de estar|cozinha com gabinete|dormitório amplo|box de acrilico|piso frio|lavanderia coberta,casa,0,startimoveis,1150,1,,45.0,https://startimoveis.com.br/imovel/CA107287
"Rua Maria Luísa Furlani Melchert, 97",181.0,Campinas/SP,CA004756,2019-11-18,true,false,-22.86114,-47.03396,Parque São Quirino,SALA DE TV|DORMITÓRIO COM ARMÁRIO EMBUTIDO|BANHEIROS COM BOX ACRÍLICO|COZINHA COM ARMÁRIO|LAVANDERIA|QUINTAL,casa,0,startimoveis,1600,3,,330.0,https://startimoveis.com.br/imovel/CA004756
"Rua Itaparica.., 194",72.0,Campinas/SP,CA004281,2019-11-18,true,false,-22.92358,-47.01523,Jardim Carlos Lourenço,SALA DE ESTAR|COZINHA COM ARMÁRIO|LAVANDERIA|QUINTAL,casa,0,startimoveis,900,1,,72.0,https://startimoveis.com.br/imovel/CA004281
